101m Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1v64 Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1v65 Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1v66 Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1v74 Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 5
1v75 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 6
1v7m Sequence Parse Errors: 94; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 8
1v7n Sequence Parse Errors: 188; Helix Parse Errors: 0; Helix Extraction Errors: 38; Helix to Digit Errors: 12
1v7v Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1v7w Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1v7x Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 0
1v8g Sequence Parse Errors: 52; Helix Parse Errors: 0; Helix Extraction Errors: 17; Helix to Digit Errors: 0
1v8x Sequence Parse Errors: 53; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 15
1v92 Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1v97 Sequence Parse Errors: 206; Helix Parse Errors: 0; Helix Extraction Errors: 71; Helix to Digit Errors: 0
1v9d Sequence Parse Errors: 109; Helix Parse Errors: 0; Helix Extraction Errors: 23; Helix to Digit Errors: 31
1v9p Sequence Parse Errors: 90; Helix Parse Errors: 0; Helix Extraction Errors: 38; Helix to Digit Errors: 10
1v9q Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1v9v Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vap Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1vas Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1vcs Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1vct Sequence Parse Errors: 17; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vd5 Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 0
1vdk Sequence Parse Errors: 72; Helix Parse Errors: 0; Helix Extraction Errors: 21; Helix to Digit Errors: 0
1vdl Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vdv Sequence Parse Errors: 206; Helix Parse Errors: 0; Helix Extraction Errors: 72; Helix to Digit Errors: 0
1veg Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vei Sequence Parse Errors: 15; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1vej Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1vek Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vel Sequence Parse Errors: 90; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1veq Sequence Parse Errors: 180; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1vew Sequence Parse Errors: 64; Helix Parse Errors: 0; Helix Extraction Errors: 44; Helix to Digit Errors: 0
1vf6 Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 6
1vf9 Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1vfc Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1vfg Sequence Parse Errors: 72; Helix Parse Errors: 0; Helix Extraction Errors: 30; Helix to Digit Errors: 0
1vg2 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1vg3 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1vg4 Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1vg5 Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vg6 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1vg7 Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1vgi Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1vh6 Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 7
1vhb Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vi0 Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 12
1vii Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vin Sequence Parse Errors: 21; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 7
1vip Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vj7 Sequence Parse Errors: 63; Helix Parse Errors: 0; Helix Extraction Errors: 15; Helix to Digit Errors: 0
1vjb Sequence Parse Errors: 40; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 12
1vjx Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1vk5 Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vka Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 8
1vke Sequence Parse Errors: 67; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 30
1vkq Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vku Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 2
1vl9 Sequence Parse Errors: 11; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vlb Sequence Parse Errors: 70; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1vlg Sequence Parse Errors: 112; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 32
1vlk Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 3
1vls Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1vlt Sequence Parse Errors: 24; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 5
1vma Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 13
1vmg Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 3
1vnc Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1vnd Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vne Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1vnf Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1vng Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1vnh Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1vni Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 0
1vns Sequence Parse Errors: 47; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 0
1vol Sequence Parse Errors: 36; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 9
1vp7 Sequence Parse Errors: 48; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 11
1vpd Sequence Parse Errors: 23; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 5
1vpi Sequence Parse Errors: 13; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vpw Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1vq4 Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 104; Helix to Digit Errors: 42
1vq6 Sequence Parse Errors: 592; Helix Parse Errors: 0; Helix Extraction Errors: 101; Helix to Digit Errors: 41
1vq7 Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 102; Helix to Digit Errors: 43
1vq8 Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 107; Helix to Digit Errors: 39
1vq9 Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 105; Helix to Digit Errors: 38
1vqk Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 104; Helix to Digit Errors: 40
1vql Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 105; Helix to Digit Errors: 40
1vqm Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 109; Helix to Digit Errors: 40
1vqn Sequence Parse Errors: 592; Helix Parse Errors: 0; Helix Extraction Errors: 109; Helix to Digit Errors: 38
1vqo Sequence Parse Errors: 591; Helix Parse Errors: 0; Helix Extraction Errors: 106; Helix to Digit Errors: 36
1vqr Sequence Parse Errors: 93; Helix Parse Errors: 0; Helix Extraction Errors: 41; Helix to Digit Errors: 29
1vre Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 1; Helix to Digit Errors: 0
1vrf Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1vrl Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 9
1vrp Sequence Parse Errors: 60; Helix Parse Errors: 0; Helix Extraction Errors: 29; Helix to Digit Errors: 0
1vtm Sequence Parse Errors: 22; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vwt Sequence Parse Errors: 46; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 7
1vxa Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxb Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxc Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxd Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxe Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxf Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxg Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vxh Sequence Parse Errors: 20; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1vyd Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1vyw Sequence Parse Errors: 90; Helix Parse Errors: 0; Helix Extraction Errors: 38; Helix to Digit Errors: 26
1vz0 Sequence Parse Errors: 145; Helix Parse Errors: 0; Helix Extraction Errors: 63; Helix to Digit Errors: 0
1w07 Sequence Parse Errors: 102; Helix Parse Errors: 0; Helix Extraction Errors: 48; Helix to Digit Errors: 0
1w09 Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1w0a Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1w0b Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1w0e Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 8
1w0f Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 7
1w0g Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 7
1w0j Sequence Parse Errors: 255; Helix Parse Errors: 0; Helix Extraction Errors: 83; Helix to Digit Errors: 21
1w0k Sequence Parse Errors: 255; Helix Parse Errors: 0; Helix Extraction Errors: 82; Helix to Digit Errors: 21
1w0t Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1w0u Sequence Parse Errors: 14; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 4
1w1w Sequence Parse Errors: 176; Helix Parse Errors: 0; Helix Extraction Errors: 30; Helix to Digit Errors: 20
1w26 Sequence Parse Errors: 68; Helix Parse Errors: 0; Helix Extraction Errors: 13; Helix to Digit Errors: 0
1w2s Sequence Parse Errors: 35; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1w2y Sequence Parse Errors: 36; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1w3b Sequence Parse Errors: 61; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1w3d Sequence Parse Errors: 5; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 1
1w3y Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 12; Helix to Digit Errors: 12
1w4h Sequence Parse Errors: 4; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 1
1w4m Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1w4w Sequence Parse Errors: 25; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1w4y Sequence Parse Errors: 25; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1w53 Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1w5s Sequence Parse Errors: 64; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1w5t Sequence Parse Errors: 96; Helix Parse Errors: 0; Helix Extraction Errors: 25; Helix to Digit Errors: 0
1w68 Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1w69 Sequence Parse Errors: 30; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1w6j Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1w6k Sequence Parse Errors: 57; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1w6s Sequence Parse Errors: 106; Helix Parse Errors: 0; Helix Extraction Errors: 35; Helix to Digit Errors: 2
1w7a Sequence Parse Errors: 130; Helix Parse Errors: 0; Helix Extraction Errors: 34; Helix to Digit Errors: 0
1w7b Sequence Parse Errors: 28; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1w7i Sequence Parse Errors: 74; Helix Parse Errors: 0; Helix Extraction Errors: 25; Helix to Digit Errors: 2
1w7j Sequence Parse Errors: 74; Helix Parse Errors: 0; Helix Extraction Errors: 27; Helix to Digit Errors: 1
1w7o Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1w7p Sequence Parse Errors: 94; Helix Parse Errors: 0; Helix Extraction Errors: 26; Helix to Digit Errors: 9
1w85 Sequence Parse Errors: 224; Helix Parse Errors: 0; Helix Extraction Errors: 87; Helix to Digit Errors: 28
1w88 Sequence Parse Errors: 224; Helix Parse Errors: 0; Helix Extraction Errors: 78; Helix to Digit Errors: 28
1w92 Sequence Parse Errors: 12; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1w9c Sequence Parse Errors: 50; Helix Parse Errors: 0; Helix Extraction Errors: 11; Helix to Digit Errors: 26
1wa5 Sequence Parse Errors: 129; Helix Parse Errors: 0; Helix Extraction Errors: 54; Helix to Digit Errors: 47
1wa8 Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 2
1wad Sequence Parse Errors: 9; Helix Parse Errors: 0; Helix Extraction Errors: 5; Helix to Digit Errors: 0
1wao Sequence Parse Errors: 149; Helix Parse Errors: 0; Helix Extraction Errors: 35; Helix to Digit Errors: 39
1was Sequence Parse Errors: 16; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1wat Sequence Parse Errors: 32; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1wb7 Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 10; Helix to Digit Errors: 0
1wb8 Sequence Parse Errors: 34; Helix Parse Errors: 0; Helix Extraction Errors: 8; Helix to Digit Errors: 0
1wb9 Sequence Parse Errors: 128; Helix Parse Errors: 0; Helix Extraction Errors: 32; Helix to Digit Errors: 0
1wbb Sequence Parse Errors: 128; Helix Parse Errors: 0; Helix Extraction Errors: 28; Helix to Digit Errors: 0
1wbd Sequence Parse Errors: 128; Helix Parse Errors: 0; Helix Extraction Errors: 36; Helix to Digit Errors: 0
1wcl Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 1
1wdc Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 14; Helix to Digit Errors: 4
1wdk Sequence Parse Errors: 170; Helix Parse Errors: 0; Helix Extraction Errors: 72; Helix to Digit Errors: 14
1wdl Sequence Parse Errors: 170; Helix Parse Errors: 0; Helix Extraction Errors: 70; Helix to Digit Errors: 14
1wdm Sequence Parse Errors: 170; Helix Parse Errors: 0; Helix Extraction Errors: 66; Helix to Digit Errors: 14
1wdz Sequence Parse Errors: 38; Helix Parse Errors: 0; Helix Extraction Errors: 4; Helix to Digit Errors: 8
1we1 Sequence Parse Errors: 76; Helix Parse Errors: 0; Helix Extraction Errors: 24; Helix to Digit Errors: 0
1wef Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1weg Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 7; Helix to Digit Errors: 0
1wei Sequence Parse Errors: 18; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 0
1wer Sequence Parse Errors: 26; Helix Parse Errors: 0; Helix Extraction Errors: 9; Helix to Digit Errors: 11
1wet Sequence Parse Errors: 29; Helix Parse Errors: 0; Helix Extraction Errors: 6; Helix to Digit Errors: 0
1wfd Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1wg8 Sequence Parse Errors: 44; Helix Parse Errors: 0; Helix Extraction Errors: 19; Helix to Digit Errors: 0
1wgf Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1wgl Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1wgn Sequence Parse Errors: 6; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1wgw Sequence Parse Errors: 8; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
1wgx Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 2; Helix to Digit Errors: 0
1wh4 Sequence Parse Errors: 10; Helix Parse Errors: 0; Helix Extraction Errors: 3; Helix to Digit Errors: 0
1wh5 Sequence Parse Errors: 7; Helix Parse Errors: 0; Helix Extraction Errors: 0; Helix to Digit Errors: 0
